Date_Time;Store;Product;Quantity;Unit_Price;Unit_Cost;Unit_Profit;Total_Price01/10/2022 08:10;store10;p17;8;496.92;301.16;195.76;3975.36
01/10/2022 08:10;store10;p44;8;60.91;24.42;36.49;487.29
01/10/2022 08:26;store10;p31;4;75.33;25.46;49.87;301.32
01/10/2022 08:36;store10;p49;5;399.11;321.94;77.16;1995.54
01/10/2022 08:29;store10;p14;2;460.27;340.94;119.33;920.55
01/10/2022 08:32;store10;p21;7;360.66;145.76;214.90;2524.60
01/10/2022 08:15;store10;p9;6;310.26;140.97;169.29;1861.56
01/10/2022 08:23;store10;p42;2;66.03;49.84;16.19;132.05
01/10/2022 08:34;store10;p8;6;276.02;146.04;129.99;1656.14
01/10/2022 08:21;store10;p8;1;276.02;146.04;129.99;276.02
01/10/2022 08:34;store10;p32;1;273.48;110.55;162.92;273.48
01/10/2022 08:32;store10;p3;7;104.77;50.37;54.40;733.39
01/10/2022 08:31;store10;p16;1;478.13;386.77;91.36;478.13
01/10/2022 08:09;store10;p47;2;160.57;75.70;84.88;321.15
01/10/2022 08:16;store10;p43;4;60.90;20.76;40.14;243.59
01/10/2022 08:06;store10;p10;2;111.53;37.85;73.68;223.06
01/10/2022 08:53;store10;p6;7;83.95;41.80;42.15;587.64
01/10/2022 08:21;store10;p25;6;243.58;82.22;161.37;1461.50
01/10/2022 08:14;store10;p5;2;431.73;146.69;285.04;863.47
01/10/2022 08:03;store10;p41;2;311.78;221.79;89.99;623.56
01/10/2022 08:03;store10;p19;4;78.56;37.85;40.71;314.24
01/10/2022 08:33;store10;p31;3;75.33;25.46;49.87;225.99
01/10/2022 08:54;store10;p13;3;17.66;6.34;11.32;52.97
01/10/2022 08:27;store10;p19;7;78.56;37.85;40.71;549.92
01/10/2022 08:20;store10;p14;2;460.27;340.94;119.33;920.55
01/10/2022 08:22;store10;p44;3;60.91;24.42;36.49;182.74
01/10/2022 08:31;store10;p32;9;273.48;110.55;162.92;2461.29
01/10/2022 08:22;store10;p49;8;399.11;321.94;77.16;3192.86
01/10/2022 08:01;store10;p49;9;399.11;321.94;77.16;3591.97
01/10/2022 08:09;store10;p45;6;288.89;164.32;124.57;1733.33
01/10/2022 08:00;store10;p40;9;21.93;14.63;7.31;197.38
01/10/2022 08:34;store10;p45;5;288.89;164.32;124.57;1444.44
01/10/2022 08:01;store10;p49;5;399.11;321.94;77.16;1995.54
01/10/2022 08:18;store10;p20;7;218.54;129.08;89.46;1529.78
01/10/2022 08:57;store10;p42;8;66.03;49.84;16.19;528.21
01/10/2022 08:49;store10;p8;5;276.02;146.04;129.99;1380.12
01/10/2022 08:38;store10;p36;6;322.24;184.54;137.70;1933.45
01/10/2022 08:37;store10;p7;8;191.71;130.20;61.51;1533.68
01/10/2022 08:42;store10;p0;1;428.90;178.45;250.45;428.90
01/10/2022 08:22;store10;p19;3;78.56;37.85;40.71;235.68
01/10/2022 08:39;store10;p28;6;147.57;95.79;51.78;885.39
01/10/2022 08:40;store10;p6;7;83.95;41.80;42.15;587.64
01/10/2022 08:03;store10;p47;5;160.57;75.70;84.88;802.86
01/10/2022 08:38;store10;p35;6;238.81;82.13;156.68;1432.86
01/10/2022 08:24;store10;p26;5;336.95;145.07;191.88;1684.75
01/10/2022 08:56;store10;p23;3;337.98;131.96;206.02;1013.94
01/10/2022 08:40;store10;p4;6;225.57;177.48;48.09;1353.40
01/10/2022 08:50;store10;p35;1;238.81;82.13;156.68;238.81
01/10/2022 08:24;store10;p22;4;11.19;3.94;7.25;44.76
01/10/2022 08:49;store10;p6;7;83.95;41.80;42.15;587.64
01/10/2022 08:30;store10;p41;2;311.78;221.79;89.99;623.56
01/10/2022 08:11;store10;p10;4;111.53;37.85;73.68;446.11
01/10/2022 08:04;store10;p38;1;296.22;102.84;193.38;296.22
01/10/2022 08:46;store10;p45;9;288.89;164.32;124.57;2599.99
